X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-0.05822,51.542046,0,0,0,21.7,2016/07/16 19:38:26,,,,,,,,,,,,,,,,,,,,,
-0.058164,51.542071,0,0,1,21.7,2016/07/16 19:38:30,,,,,,,,,,,,,,,,,,,,,
-0.058119,51.542108,0,0,2,21.7,2016/07/16 19:38:32,,,,,,,,,,,,,,,,,,,,,
-0.058094,51.542142,0,0,3,21.6,2016/07/16 19:38:34,,,,,,,,,,,,,,,,,,,,,
-0.058064,51.542164,0,0,4,21.6,2016/07/16 19:38:35,,,,,,,,,,,,,,,,,,,,,
-0.05805,51.542207,0,0,5,21.5,2016/07/16 19:38:37,,,,,,,,,,,,,,,,,,,,,
-0.058033,51.54226,0,0,6,21.3,2016/07/16 19:38:39,,,,,,,,,,,,,,,,,,,,,
-0.05802,51.542289,0,0,7,21.2,2016/07/16 19:38:40,,,,,,,,,,,,,,,,,,,,,
-0.058,51.54232,0,0,8,21.1,2016/07/16 19:38:41,,,,,,,,,,,,,,,,,,,,,
-0.057977,51.542352,0,0,9,21,2016/07/16 19:38:42,,,,,,,,,,,,,,,,,,,,,
-0.057951,51.542386,0,0,10,20.9,2016/07/16 19:38:43,,,,,,,,,,,,,,,,,,,,,
-0.057925,51.542423,0,0,11,20.8,2016/07/16 19:38:44,,,,,,,,,,,,,,,,,,,,,
-0.057899,51.542459,0,0,12,20.6,2016/07/16 19:38:45,,,,,,,,,,,,,,,,,,,,,
-0.057877,51.542494,0,0,13,20.5,2016/07/16 19:38:46,,,,,,,,,,,,,,,,,,,,,
-0.057863,51.542523,0,0,14,20.4,2016/07/16 19:38:47,,,,,,,,,,,,,,,,,,,,,
-0.057853,51.542556,0,0,15,20.3,2016/07/16 19:38:48,,,,,,,,,,,,,,,,,,,,,
-0.057839,51.542592,0,0,16,20.2,2016/07/16 19:38:49,,,,,,,,,,,,,,,,,,,,,
-0.057821,51.542628,0,0,17,20,2016/07/16 19:38:50,,,,,,,,,,,,,,,,,,,,,
-0.057803,51.542658,0,0,18,19.9,2016/07/16 19:38:51,,,,,,,,,,,,,,,,,,,,,
-0.057768,51.542689,0,0,19,19.8,2016/07/16 19:38:52,,,,,,,,,,,,,,,,,,,,,
-0.05773,51.542718,0,0,20,19.7,2016/07/16 19:38:53,,,,,,,,,,,,,,,,,,,,,
-0.057697,51.542746,0,0,21,19.6,2016/07/16 19:38:54,,,,,,,,,,,,,,,,,,,,,
-0.057666,51.542786,0,0,22,19.5,2016/07/16 19:38:56,,,,,,,,,,,,,,,,,,,,,
-0.057633,51.542833,0,0,23,19.3,2016/07/16 19:38:58,,,,,,,,,,,,,,,,,,,,,
-0.057607,51.542859,0,0,24,19.2,2016/07/16 19:38:59,,,,,,,,,,,,,,,,,,,,,
-0.057552,51.542909,0,0,25,19,2016/07/16 19:39:01,,,,,,,,,,,,,,,,,,,,,
-0.057512,51.542947,0,0,26,19,2016/07/16 19:39:02,,,,,,,,,,,,,,,,,,,,,
-0.05747,51.542991,0,0,27,19,2016/07/16 19:39:03,,,,,,,,,,,,,,,,,,,,,
-0.057365,51.543062,0,0,28,19,2016/07/16 19:39:04,,,,,,,,,,,,,,,,,,,,,
-0.057326,51.543104,0,0,29,19,2016/07/16 19:39:05,,,,,,,,,,,,,,,,,,,,,
-0.057288,51.543146,0,0,30,19,2016/07/16 19:39:06,,,,,,,,,,,,,,,,,,,,,
-0.057233,51.543199,0,0,31,19,2016/07/16 19:39:07,,,,,,,,,,,,,,,,,,,,,
-0.057201,51.543237,0,0,32,19,2016/07/16 19:39:08,,,,,,,,,,,,,,,,,,,,,
-0.057165,51.543268,0,0,33,19,2016/07/16 19:39:09,,,,,,,,,,,,,,,,,,,,,
-0.05714,51.5433,0,0,34,19,2016/07/16 19:39:10,,,,,,,,,,,,,,,,,,,,,
-0.05709,51.54334,0,0,35,19,2016/07/16 19:39:14,,,,,,,,,,,,,,,,,,,,,
-0.057055,51.54338,0,0,36,19,2016/07/16 19:39:17,,,,,,,,,,,,,,,,,,,,,
-0.057042,51.543397,0,0,37,19,2016/07/16 19:39:18,,,,,,,,,,,,,,,,,,,,,
-0.057029,51.543427,0,0,38,19,2016/07/16 19:39:20,,,,,,,,,,,,,,,,,,,,,
-0.057006,51.543469,0,0,39,19.1,2016/07/16 19:39:22,,,,,,,,,,,,,,,,,,,,,
-0.05697,51.54352,0,0,40,19.1,2016/07/16 19:39:24,,,,,,,,,,,,,,,,,,,,,
-0.056949,51.543551,0,0,41,19.1,2016/07/16 19:39:25,,,,,,,,,,,,,,,,,,,,,
-0.056925,51.543582,0,0,42,19.2,2016/07/16 19:39:26,,,,,,,,,,,,,,,,,,,,,
-0.056908,51.543614,0,0,43,19.2,2016/07/16 19:39:27,,,,,,,,,,,,,,,,,,,,,
-0.056885,51.543646,0,0,44,19.2,2016/07/16 19:39:28,,,,,,,,,,,,,,,,,,,,,
-0.056864,51.543678,0,0,45,19.2,2016/07/16 19:39:29,,,,,,,,,,,,,,,,,,,,,
-0.056842,51.543713,0,0,46,19.3,2016/07/16 19:39:30,,,,,,,,,,,,,,,,,,,,,
-0.056818,51.543746,0,0,47,19.3,2016/07/16 19:39:31,,,,,,,,,,,,,,,,,,,,,
-0.056795,51.543781,0,0,48,19.3,2016/07/16 19:39:32,,,,,,,,,,,,,,,,,,,,,
-0.056769,51.543813,0,0,49,19.2,2016/07/16 19:39:33,,,,,,,,,,,,,,,,,,,,,
-0.056745,51.543845,0,0,50,19.1,2016/07/16 19:39:34,,,,,,,,,,,,,,,,,,,,,
-0.056722,51.543876,0,0,51,19.1,2016/07/16 19:39:35,,,,,,,,,,,,,,,,,,,,,
-0.056697,51.543907,0,0,52,19,2016/07/16 19:39:36,,,,,,,,,,,,,,,,,,,,,
-0.056674,51.543939,0,0,53,18.9,2016/07/16 19:39:37,,,,,,,,,,,,,,,,,,,,,
-0.056648,51.543973,0,0,54,18.8,2016/07/16 19:39:38,,,,,,,,,,,,,,,,,,,,,
-0.056615,51.544009,0,0,55,18.8,2016/07/16 19:39:39,,,,,,,,,,,,,,,,,,,,,
-0.056583,51.544042,0,0,56,18.7,2016/07/16 19:39:40,,,,,,,,,,,,,,,,,,,,,
-0.056554,51.544074,0,0,57,18.6,2016/07/16 19:39:41,,,,,,,,,,,,,,,,,,,,,
-0.056522,51.544108,0,0,58,18.5,2016/07/16 19:39:42,,,,,,,,,,,,,,,,,,,,,
-0.056486,51.544143,0,0,59,18.4,2016/07/16 19:39:43,,,,,,,,,,,,,,,,,,,,,
-0.056454,51.544175,0,0,60,18.4,2016/07/16 19:39:44,,,,,,,,,,,,,,,,,,,,,
-0.056423,51.544207,0,0,61,18.3,2016/07/16 19:39:45,,,,,,,,,,,,,,,,,,,,,
-0.056399,51.544243,0,0,62,18.2,2016/07/16 19:39:46,,,,,,,,,,,,,,,,,,,,,
-0.05638,51.54428,0,0,63,18,2016/07/16 19:39:47,,,,,,,,,,,,,,,,,,,,,
-0.056362,51.544316,0,0,64,17.9,2016/07/16 19:39:48,,,,,,,,,,,,,,,,,,,,,
-0.056339,51.544357,0,0,65,17.8,2016/07/16 19:39:49,,,,,,,,,,,,,,,,,,,,,
-0.056329,51.544431,0,0,66,17.5,2016/07/16 19:39:50,,,,,,,,,,,,,,,,,,,,,
-0.05632,51.544476,0,0,67,17.4,2016/07/16 19:39:51,,,,,,,,,,,,,,,,,,,,,
-0.056234,51.544529,0,0,68,17.2,2016/07/16 19:39:52,,,,,,,,,,,,,,,,,,,,,
-0.056199,51.544568,0,0,69,17.1,2016/07/16 19:39:53,,,,,,,,,,,,,,,,,,,,,
-0.056199,51.544618,0,0,70,17.1,2016/07/16 19:39:54,,,,,,,,,,,,,,,,,,,,,
-0.056184,51.544655,0,0,71,17.2,2016/07/16 19:39:55,,,,,,,,,,,,,,,,,,,,,
-0.056151,51.544686,0,0,72,17.2,2016/07/16 19:39:56,,,,,,,,,,,,,,,,,,,,,
-0.056109,51.544713,0,0,73,17.3,2016/07/16 19:39:57,,,,,,,,,,,,,,,,,,,,,
-0.05606,51.544733,0,0,74,17.4,2016/07/16 19:39:58,,,,,,,,,,,,,,,,,,,,,
-0.056011,51.544746,0,0,75,17.5,2016/07/16 19:39:59,,,,,,,,,,,,,,,,,,,,,
-0.055951,51.544748,0,0,76,17.6,2016/07/16 19:40:00,,,,,,,,,,,,,,,,,,,,,
-0.055896,51.544743,0,0,77,17.6,2016/07/16 19:40:01,,,,,,,,,,,,,,,,,,,,,
-0.05584,51.544738,0,0,78,17.7,2016/07/16 19:40:02,,,,,,,,,,,,,,,,,,,,,
-0.055762,51.544741,0,0,79,17.8,2016/07/16 19:40:04,,,,,,,,,,,,,,,,,,,,,
-0.055698,51.544759,0,0,80,17.9,2016/07/16 19:40:06,,,,,,,,,,,,,,,,,,,,,
-0.055642,51.544753,0,0,81,17.9,2016/07/16 19:40:08,,,,,,,,,,,,,,,,,,,,,
-0.055593,51.544753,0,0,82,18,2016/07/16 19:40:10,,,,,,,,,,,,,,,,,,,,,
-0.055503,51.544729,0,0,83,18.1,2016/07/16 19:40:44,,,,,,,,,,,,,,,,,,,,,
-0.055477,51.544753,0,0,84,18.1,2016/07/16 19:40:45,,,,,,,,,,,,,,,,,,,,,
-0.055456,51.544781,0,0,85,18.2,2016/07/16 19:40:46,,,,,,,,,,,,,,,,,,,,,
-0.05544,51.54481,0,0,86,18.2,2016/07/16 19:40:48,,,,,,,,,,,,,,,,,,,,,
-0.055447,51.544856,0,0,87,18.3,2016/07/16 19:40:51,,,,,,,,,,,,,,,,,,,,,
-0.055457,51.544904,0,0,88,18.3,2016/07/16 19:40:52,,,,,,,,,,,,,,,,,,,,,
-0.055436,51.54493,0,0,89,18.4,2016/07/16 19:40:53,,,,,,,,,,,,,,,,,,,,,
-0.055423,51.544968,0,0,90,18.5,2016/07/16 19:40:55,,,,,,,,,,,,,,,,,,,,,
-0.055412,51.545006,0,0,91,18.5,2016/07/16 19:40:57,,,,,,,,,,,,,,,,,,,,,
-0.055395,51.54505,0,0,92,18.6,2016/07/16 19:40:59,,,,,,,,,,,,,,,,,,,,,
-0.055385,51.545108,0,0,93,18.7,2016/07/16 19:41:01,,,,,,,,,,,,,,,,,,,,,
-0.055385,51.545145,0,0,94,18.7,2016/07/16 19:41:02,,,,,,,,,,,,,,,,,,,,,
-0.055379,51.54518,0,0,95,18.8,2016/07/16 19:41:03,,,,,,,,,,,,,,,,,,,,,
-0.055378,51.545211,0,0,96,18.8,2016/07/16 19:41:04,,,,,,,,,,,,,,,,,,,,,
-0.055379,51.545242,0,0,97,18.8,2016/07/16 19:41:05,,,,,,,,,,,,,,,,,,,,,
-0.055378,51.545273,0,0,98,18.9,2016/07/16 19:41:06,,,,,,,,,,,,,,,,,,,,,
-0.055373,51.545307,0,0,99,18.9,2016/07/16 19:41:07,,,,,,,,,,,,,,,,,,,,,
-0.055367,51.545335,0,0,100,19,2016/07/16 19:41:08,,,,,,,,,,,,,,,,,,,,,
-0.055358,51.545362,0,0,101,19,2016/07/16 19:41:10,,,,,,,,,,,,,,,,,,,,,
-0.055356,51.545392,0,0,102,19,2016/07/16 19:41:13,,,,,,,,,,,,,,,,,,,,,
-0.055341,51.545419,0,0,103,19.1,2016/07/16 19:41:15,,,,,,,,,,,,,,,,,,,,,
-0.055319,51.545462,0,0,104,19,2016/07/16 19:41:17,,,,,,,,,,,,,,,,,,,,,
-0.055314,51.54551,0,0,105,19,2016/07/16 19:41:20,,,,,,,,,,,,,,,,,,,,,
-0.055311,51.545542,0,0,106,18.9,2016/07/16 19:41:21,,,,,,,,,,,,,,,,,,,,,
-0.055287,51.54557,0,0,107,18.9,2016/07/16 19:41:23,,,,,,,,,,,,,,,,,,,,,
-0.055276,51.545602,0,0,108,18.8,2016/07/16 19:41:26,,,,,,,,,,,,,,,,,,,,,
-0.055272,51.545645,0,0,109,18.8,2016/07/16 19:41:28,,,,,,,,,,,,,,,,,,,,,
-0.055277,51.545682,0,0,110,18.7,2016/07/16 19:41:29,,,,,,,,,,,,,,,,,,,,,
-0.055275,51.545719,0,0,111,18.6,2016/07/16 19:41:30,,,,,,,,,,,,,,,,,,,,,
-0.055264,51.545749,0,0,112,18.6,2016/07/16 19:41:31,,,,,,,,,,,,,,,,,,,,,
-0.055262,51.545797,0,0,113,18.5,2016/07/16 19:41:33,,,,,,,,,,,,,,,,,,,,,
-0.055278,51.54583,0,0,114,18.4,2016/07/16 19:41:35,,,,,,,,,,,,,,,,,,,,,
-0.055274,51.545863,0,0,115,18.4,2016/07/16 19:41:38,,,,,,,,,,,,,,,,,,,,,
-0.055294,51.545893,0,0,116,18.3,2016/07/16 19:41:41,,,,,,,,,,,,,,,,,,,,,
-0.055284,51.54593,0,0,117,18.2,2016/07/16 19:41:43,,,,,,,,,,,,,,,,,,,,,
-0.055288,51.545959,0,0,118,18.2,2016/07/16 19:41:44,,,,,,,,,,,,,,,,,,,,,
-0.055276,51.54601,0,0,119,18.1,2016/07/16 19:41:46,,,,,,,,,,,,,,,,,,,,,
-0.055263,51.546041,0,0,120,18,2016/07/16 19:41:47,,,,,,,,,,,,,,,,,,,,,
-0.055227,51.546083,0,0,121,17.9,2016/07/16 19:41:49,,,,,,,,,,,,,,,,,,,,,
-0.05522,51.546113,0,0,122,17.8,2016/07/16 19:41:50,,,,,,,,,,,,,,,,,,,,,
-0.055218,51.546145,0,0,123,17.7,2016/07/16 19:41:51,,,,,,,,,,,,,,,,,,,,,
-0.055219,51.546175,0,0,124,17.7,2016/07/16 19:41:52,,,,,,,,,,,,,,,,,,,,,
-0.055216,51.546203,0,0,125,17.6,2016/07/16 19:41:53,,,,,,,,,,,,,,,,,,,,,
-0.055212,51.54625,0,0,126,17.5,2016/07/16 19:41:55,,,,,,,,,,,,,,,,,,,,,
-0.055196,51.5463,0,0,127,17.4,2016/07/16 19:41:57,,,,,,,,,,,,,,,,,,,,,
-0.05519,51.546332,0,0,128,17.4,2016/07/16 19:41:58,,,,,,,,,,,,,,,,,,,,,
-0.05521,51.546362,0,0,129,17.4,2016/07/16 19:42:00,,,,,,,,,,,,,,,,,,,,,
-0.055223,51.546388,0,0,130,17.4,2016/07/16 19:42:03,,,,,,,,,,,,,,,,,,,,,
-0.055184,51.546409,0,0,131,17.3,2016/07/16 19:42:21,,,,,,,,,,,,,,,,,,,,,
-0.055167,51.546448,0,0,132,17.2,2016/07/16 19:42:23,,,,,,,,,,,,,,,,,,,,,
-0.05522,51.546521,0,0,133,17.3,2016/07/16 19:42:56,,,,,,,,,,,,,,,,,,,,,
-0.055243,51.546552,0,0,134,17.3,2016/07/16 19:42:57,,,,,,,,,,,,,,,,,,,,,
-0.05525,51.546589,0,0,135,17.3,2016/07/16 19:42:58,,,,,,,,,,,,,,,,,,,,,
-0.05525,51.546623,0,0,136,17.2,2016/07/16 19:42:59,,,,,,,,,,,,,,,,,,,,,
-0.055248,51.546655,0,0,137,17.2,2016/07/16 19:43:00,,,,,,,,,,,,,,,,,,,,,
-0.055243,51.546692,0,0,138,17.2,2016/07/16 19:43:01,,,,,,,,,,,,,,,,,,,,,
-0.055238,51.546732,0,0,139,17.1,2016/07/16 19:43:02,,,,,,,,,,,,,,,,,,,,,
-0.055217,51.546773,0,0,140,17,2016/07/16 19:43:03,,,,,,,,,,,,,,,,,,,,,
-0.055198,51.546826,0,0,141,17,2016/07/16 19:43:04,,,,,,,,,,,,,,,,,,,,,
-0.055177,51.54688,0,0,142,16.9,2016/07/16 19:43:05,,,,,,,,,,,,,,,,,,,,,
-0.055154,51.546933,0,0,143,16.8,2016/07/16 19:43:06,,,,,,,,,,,,,,,,,,,,,
-0.055126,51.546983,0,0,144,16.7,2016/07/16 19:43:07,,,,,,,,,,,,,,,,,,,,,
-0.055108,51.547026,0,0,145,16.7,2016/07/16 19:43:08,,,,,,,,,,,,,,,,,,,,,
-0.055097,51.547074,0,0,146,16.6,2016/07/16 19:43:09,,,,,,,,,,,,,,,,,,,,,
-0.055087,51.547115,0,0,147,16.6,2016/07/16 19:43:10,,,,,,,,,,,,,,,,,,,,,
-0.055083,51.547144,0,0,148,16.6,2016/07/16 19:43:11,,,,,,,,,,,,,,,,,,,,,
-0.055092,51.547093,0,0,149,16.6,2016/07/16 19:43:12,,,,,,,,,,,,,,,,,,,,,
-0.055066,51.54716,0,0,150,16.6,2016/07/16 19:43:13,,,,,,,,,,,,,,,,,,,,,
-0.054874,51.547361,0,0,151,16.4,2016/07/16 19:43:17,,,,,,,,,,,,,,,,,,,,,
-0.054855,51.547406,0,0,152,16.5,2016/07/16 19:43:18,,,,,,,,,,,,,,,,,,,,,
-0.054848,51.547435,0,0,153,16.5,2016/07/16 19:43:21,,,,,,,,,,,,,,,,,,,,,
-0.054864,51.547385,0,0,154,16.5,2016/07/16 19:43:23,,,,,,,,,,,,,,,,,,,,,
-0.054851,51.547444,0,0,155,16.5,2016/07/16 19:43:24,,,,,,,,,,,,,,,,,,,,,
-0.055166,51.548403,0,0,156,16.5,2016/07/16 19:43:49,,,,,,,,,,,,,,,,,,,,,
-0.055142,51.548427,0,0,157,16.5,2016/07/16 19:43:50,,,,,,,,,,,,,,,,,,,,,
-0.055406,51.548382,0,0,158,16,2016/07/16 19:43:52,,,,,,,,,,,,,,,,,,,,,
-0.055417,51.548419,0,0,159,16,2016/07/16 19:43:53,,,,,,,,,,,,,,,,,,,,,
-0.055431,51.548464,0,0,160,16,2016/07/16 19:43:54,,,,,,,,,,,,,,,,,,,,,
-0.0555,51.548567,0,0,161,15.9,2016/07/16 19:43:55,,,,,,,,,,,,,,,,,,,,,
-0.05551,51.548596,0,0,162,15.9,2016/07/16 19:43:56,,,,,,,,,,,,,,,,,,,,,
-0.055522,51.548634,0,0,163,15.9,2016/07/16 19:43:57,,,,,,,,,,,,,,,,,,,,,
-0.055532,51.548665,0,0,164,15.9,2016/07/16 19:43:58,,,,,,,,,,,,,,,,,,,,,
-0.05517,51.548829,0,0,165,16.7,2016/07/16 19:44:00,,,,,,,,,,,,,,,,,,,,,
-0.055245,51.54884,0,0,166,16.5,2016/07/16 19:44:06,,,,,,,,,,,,,,,,,,,,,
-0.055192,51.548844,0,0,167,16.6,2016/07/16 19:44:07,,,,,,,,,,,,,,,,,,,,,
-0.055159,51.548902,0,0,168,16.7,2016/07/16 19:44:12,,,,,,,,,,,,,,,,,,,,,
-0.055149,51.548942,0,0,169,16.8,2016/07/16 19:44:14,,,,,,,,,,,,,,,,,,,,,
-0.055127,51.548989,0,0,170,16.9,2016/07/16 19:44:16,,,,,,,,,,,,,,,,,,,,,
-0.055005,51.549493,0,0,171,17.4,2016/07/16 19:44:20,,,,,,,,,,,,,,,,,,,,,
-0.055028,51.549532,0,0,172,17.4,2016/07/16 19:44:22,,,,,,,,,,,,,,,,,,,,,
-0.055018,51.549567,0,0,173,17.5,2016/07/16 19:44:28,,,,,,,,,,,,,,,,,,,,,
-0.054965,51.549587,0,0,174,17.5,2016/07/16 19:44:30,,,,,,,,,,,,,,,,,,,,,
-0.054875,51.549603,0,0,175,17.6,2016/07/16 19:44:32,,,,,,,,,,,,,,,,,,,,,
-0.054821,51.549612,0,0,176,17.7,2016/07/16 19:44:33,,,,,,,,,,,,,,,,,,,,,
-0.054764,51.549622,0,0,177,17.8,2016/07/16 19:44:34,,,,,,,,,,,,,,,,,,,,,
-0.054706,51.549635,0,0,178,17.8,2016/07/16 19:44:35,,,,,,,,,,,,,,,,,,,,,
-0.054648,51.549653,0,0,179,17.9,2016/07/16 19:44:36,,,,,,,,,,,,,,,,,,,,,
-0.054591,51.549675,0,0,180,17.9,2016/07/16 19:44:37,,,,,,,,,,,,,,,,,,,,,
-0.054538,51.5497,0,0,181,17.9,2016/07/16 19:44:38,,,,,,,,,,,,,,,,,,,,,
-0.054488,51.549721,0,0,182,17.9,2016/07/16 19:44:39,,,,,,,,,,,,,,,,,,,,,
-0.054446,51.549739,0,0,183,18,2016/07/16 19:44:40,,,,,,,,,,,,,,,,,,,,,
-0.054413,51.549757,0,0,184,18,2016/07/16 19:44:41,,,,,,,,,,,,,,,,,,,,,
-0.054359,51.549794,0,0,185,18,2016/07/16 19:44:43,,,,,,,,,,,,,,,,,,,,,
-0.054306,51.549827,0,0,186,18,2016/07/16 19:44:45,,,,,,,,,,,,,,,,,,,,,
-0.054247,51.549866,0,0,187,18.1,2016/07/16 19:44:47,,,,,,,,,,,,,,,,,,,,,
-0.054213,51.54989,0,0,188,18.1,2016/07/16 19:44:48,,,,,,,,,,,,,,,,,,,,,
-0.054186,51.549911,0,0,189,18.1,2016/07/16 19:44:49,,,,,,,,,,,,,,,,,,,,,
-0.054152,51.549941,0,0,190,18.1,2016/07/16 19:44:51,,,,,,,,,,,,,,,,,,,,,
-0.05414,51.549968,0,0,191,18.1,2016/07/16 19:44:55,,,,,,,,,,,,,,,,,,,,,
-0.054116,51.549992,0,0,192,18.1,2016/07/16 19:44:59,,,,,,,,,,,,,,,,,,,,,
-0.05408,51.550019,0,0,193,18.1,2016/07/16 19:45:03,,,,,,,,,,,,,,,,,,,,,
-0.054051,51.550042,0,0,194,18.1,2016/07/16 19:45:05,,,,,,,,,,,,,,,,,,,,,
-0.054019,51.550076,0,0,195,18.1,2016/07/16 19:45:07,,,,,,,,,,,,,,,,,,,,,
-0.05398,51.550118,0,0,196,18.1,2016/07/16 19:45:09,,,,,,,,,,,,,,,,,,,,,
-0.05395,51.550149,0,0,197,18.1,2016/07/16 19:45:11,,,,,,,,,,,,,,,,,,,,,
-0.053917,51.550177,0,0,198,18.1,2016/07/16 19:45:14,,,,,,,,,,,,,,,,,,,,,
-0.053883,51.550209,0,0,199,18.1,2016/07/16 19:45:17,,,,,,,,,,,,,,,,,,,,,
-0.053838,51.550244,0,0,200,18.1,2016/07/16 19:45:19,,,,,,,,,,,,,,,,,,,,,
-0.05381,51.550268,0,0,201,18.1,2016/07/16 19:45:20,,,,,,,,,,,,,,,,,,,,,
-0.05375,51.550319,0,0,202,18.1,2016/07/16 19:45:22,,,,,,,,,,,,,,,,,,,,,
-0.05372,51.550344,0,0,203,18.2,2016/07/16 19:45:23,,,,,,,,,,,,,,,,,,,,,
-0.05369,51.550369,0,0,204,18.2,2016/07/16 19:45:24,,,,,,,,,,,,,,,,,,,,,
-0.05366,51.550393,0,0,205,18.2,2016/07/16 19:45:25,,,,,,,,,,,,,,,,,,,,,
-0.053625,51.550418,0,0,206,18.3,2016/07/16 19:45:26,,,,,,,,,,,,,,,,,,,,,
-0.053585,51.550445,0,0,207,18.5,2016/07/16 19:45:27,,,,,,,,,,,,,,,,,,,,,
-0.053544,51.550472,0,0,208,18.6,2016/07/16 19:45:28,,,,,,,,,,,,,,,,,,,,,
-0.05351,51.550501,0,0,209,18.7,2016/07/16 19:45:29,,,,,,,,,,,,,,,,,,,,,
-0.053482,51.550527,0,0,210,18.8,2016/07/16 19:45:30,,,,,,,,,,,,,,,,,,,,,
-0.053455,51.550553,0,0,211,18.9,2016/07/16 19:45:31,,,,,,,,,,,,,,,,,,,,,
-0.053424,51.550581,0,0,212,19,2016/07/16 19:45:32,,,,,,,,,,,,,,,,,,,,,
-0.053397,51.550611,0,0,213,19.1,2016/07/16 19:45:33,,,,,,,,,,,,,,,,,,,,,
-0.053369,51.550637,0,0,214,19.2,2016/07/16 19:45:34,,,,,,,,,,,,,,,,,,,,,
-0.053342,51.550662,0,0,215,19.3,2016/07/16 19:45:35,,,,,,,,,,,,,,,,,,,,,
-0.053328,51.550688,0,0,216,19.3,2016/07/16 19:45:36,,,,,,,,,,,,,,,,,,,,,
-0.053336,51.550734,0,0,217,19.4,2016/07/16 19:45:38,,,,,,,,,,,,,,,,,,,,,
-0.05337,51.550774,0,0,218,19.4,2016/07/16 19:45:40,,,,,,,,,,,,,,,,,,,,,
-0.053398,51.550807,0,0,219,19.4,2016/07/16 19:45:42,,,,,,,,,,,,,,,,,,,,,
-0.053409,51.550838,0,0,220,19.4,2016/07/16 19:45:44,,,,,,,,,,,,,,,,,,,,,
-0.053419,51.55088,0,0,221,19.5,2016/07/16 19:45:46,,,,,,,,,,,,,,,,,,,,,
-0.053432,51.550931,0,0,222,19.5,2016/07/16 19:45:48,,,,,,,,,,,,,,,,,,,,,
-0.053438,51.550959,0,0,223,19.6,2016/07/16 19:45:49,,,,,,,,,,,,,,,,,,,,,
-0.053451,51.550991,0,0,224,19.6,2016/07/16 19:45:50,,,,,,,,,,,,,,,,,,,,,
-0.053466,51.551029,0,0,225,19.7,2016/07/16 19:45:51,,,,,,,,,,,,,,,,,,,,,
-0.053481,51.551071,0,0,226,19.7,2016/07/16 19:45:52,,,,,,,,,,,,,,,,,,,,,
-0.053498,51.55111,0,0,227,19.8,2016/07/16 19:45:53,,,,,,,,,,,,,,,,,,,,,
-0.053519,51.551146,0,0,228,19.8,2016/07/16 19:45:54,,,,,,,,,,,,,,,,,,,,,
-0.053542,51.551181,0,0,229,19.9,2016/07/16 19:45:55,,,,,,,,,,,,,,,,,,,,,
-0.053562,51.551212,0,0,230,19.9,2016/07/16 19:45:56,,,,,,,,,,,,,,,,,,,,,
-0.053577,51.551248,0,0,231,20,2016/07/16 19:45:57,,,,,,,,,,,,,,,,,,,,,
-0.053587,51.551283,0,0,232,20.1,2016/07/16 19:45:58,,,,,,,,,,,,,,,,,,,,,
-0.053594,51.551334,0,0,233,20.2,2016/07/16 19:45:59,,,,,,,,,,,,,,,,,,,,,
-0.053593,51.551398,0,0,234,20.4,2016/07/16 19:46:00,,,,,,,,,,,,,,,,,,,,,
-0.05361,51.551436,0,0,235,20.4,2016/07/16 19:46:01,,,,,,,,,,,,,,,,,,,,,
-0.053627,51.55148,0,0,236,20.6,2016/07/16 19:46:02,,,,,,,,,,,,,,,,,,,,,
-0.053685,51.551511,0,0,237,20.6,2016/07/16 19:46:03,,,,,,,,,,,,,,,,,,,,,
-0.053721,51.551562,0,0,238,20.7,2016/07/16 19:46:05,,,,,,,,,,,,,,,,,,,,,
-0.053732,51.5516,0,0,239,20.8,2016/07/16 19:46:06,,,,,,,,,,,,,,,,,,,,,
-0.053727,51.551633,0,0,240,20.9,2016/07/16 19:46:07,,,,,,,,,,,,,,,,,,,,,
-0.053741,51.551672,0,0,241,21,2016/07/16 19:46:08,,,,,,,,,,,,,,,,,,,,,
-0.053759,51.551717,0,0,242,21.1,2016/07/16 19:46:09,,,,,,,,,,,,,,,,,,,,,
-0.053762,51.551759,0,0,243,21.2,2016/07/16 19:46:10,,,,,,,,,,,,,,,,,,,,,
-0.053775,51.551787,0,0,244,21.3,2016/07/16 19:46:11,,,,,,,,,,,,,,,,,,,,,
-0.053778,51.551838,0,0,245,21.4,2016/07/16 19:46:13,,,,,,,,,,,,,,,,,,,,,
-0.053771,51.551865,0,0,246,21.5,2016/07/16 19:46:14,,,,,,,,,,,,,,,,,,,,,
-0.053758,51.551895,0,0,247,21.5,2016/07/16 19:46:15,,,,,,,,,,,,,,,,,,,,,
-0.053743,51.551924,0,0,248,21.6,2016/07/16 19:46:16,,,,,,,,,,,,,,,,,,,,,
-0.053719,51.551953,0,0,249,21.7,2016/07/16 19:46:17,,,,,,,,,,,,,,,,,,,,,
-0.053686,51.551979,0,0,250,21.7,2016/07/16 19:46:18,,,,,,,,,,,,,,,,,,,,,
-0.053647,51.551999,0,0,251,21.8,2016/07/16 19:46:19,,,,,,,,,,,,,,,,,,,,,
-0.053605,51.552017,0,0,252,21.8,2016/07/16 19:46:20,,,,,,,,,,,,,,,,,,,,,
